TITLE="Implicit Euler"
VARIABLES="X", "Y", "Cp", "rho", "u", "v", "p", "et"
ZONE N=4156, E=8052, DATAPACKING=POINT, ZONETYPE=FETRIANGLE
    0.0018634621     0.0304673359     1.1125607860     1.1455531621     0.0255776794     0.1874197668     0.8825605332     2.2268955004
    0.9944096137    -0.0914020076     0.1087283140     1.0025897111     0.4258517424    -0.0765023229     0.7307308718     1.9206707354
  -99.5000000000     0.0000000000     0.0000000000     1.0000000000     0.5500000000     0.0000000000     0.7142857143     1.9369642857
  100.5000000000     0.0000000000     0.0000000000     1.0000000000     0.5500000000     0.0000000000     0.7142857143     1.9369642857
    0.0020472762     0.0314502969     0.9652271382     1.1231262556     0.0407092959     0.2219150504     0.8602763189     2.1792763465
    0.0022529461     0.0325001583     0.8566571316     1.1066055850     0.0562082541     0.2458179148     0.8438551054     2.1448199727
    0.0026072613     0.0335895320     0.7070847506     1.0834719046     0.0778953917     0.2726482891     0.8212322828     2.0966388680
    0.0030306276     0.0347377126     0.6238466452     1.0714750114     0.1108042895     0.3044510485     0.8086425194     2.0778416098
    0.0035896856     0.0359241041     0.2527516417     1.0120144102     0.1488112632     0.3352902645     0.7525144001     1.9493765327
    0.0042883831     0.0371382215     0.2436726094     1.0120361815     0.1798218071     0.3550471768     0.7511411965     1.9580034129
    0.0051083040     0.0383934244     0.0149193937     0.9762532608     0.2256630140     0.3847176281     0.7165422726     1.8884594195
    0.0061028711     0.0396525973    -0.1743758136     0.9457441602     0.2754366073     0.3982738506     0.6879113725     1.8306609686
    0.0072609687     0.0409162361    -0.5143218717     0.8902089313     0.3573655363     0.4118019773     0.6364945312     1.7235618774
    0.0085766801     0.0421911686    -0.8962495550     0.8262257767     0.4284502724     0.4110439892     0.5787279691     1.5924532861
    0.0100625536     0.0434675510    -0.9995037405     0.8093876972     0.4631410568     0.4145855107     0.5631107735     1.5641428604
    0.0117303198     0.0447330445    -1.1725009110     0.7807880004     0.5084950149     0.4137946371     0.5369449515     1.5101510583
    0.0135906765     0.0459734431    -1.1797066192     0.7813006683     0.5479221222     0.4089037209     0.5358550881     1.5222358530
    0.0156374471     0.0472020065    -1.4376878220     0.7394537802     0.6323951893     0.3886689654     0.4968354312     1.4458033768
    0.0178786833     0.0484145780    -1.5724041304     0.7163539922     0.6693327245     0.3698969452     0.4764595896     1.4006216431
    0.0203221727     0.0496080521    -1.5120339034     0.7286652987     0.6912915316     0.3582503495     0.4855905864     1.4348448623
    0.0229759209     0.0507800974    -1.6279308695     0.7100845541     0.7360348668     0.3349958998     0.4680611703     1.4023397737
    0.0258484350     0.0519288746    -1.6532413072     0.7063974240     0.7606945561     0.3044054236     0.4642329666     1.3976913765
    0.0289488634     0.0530528195    -1.7784490854     0.6845675658     0.7897054946     0.2817480071     0.4452952901     1.3538694434
    0.0322870561     0.0541504710    -1.7471549173     0.6912389680     0.8026179901     0.2673043267     0.4500285330     1.3724129628
    0.0358735797     0.0552203337    -1.8116609113     0.6809366387     0.8275720149     0.2485250669     0.4402720015     1.3548873202
    0.0397227020     0.0562492037    -1.8196793204     0.6801274739     0.8379456585     0.2279766011     0.4390592171     1.3540990358
    0.0438431663     0.0572455284    -1.8317449495     0.6785792982     0.8499827067     0.2067763182     0.4372342907     1.3527193431
    0.0482474347     0.0582075576    -1.8291257084     0.6794748345     0.8551376231     0.1881634618     0.4376304509     1.3545412006
    0.0529485933     0.0591330791    -1.7935930877     0.6865341092     0.8588235137     0.1681223747     0.4430047598     1.3704005568
    0.0579616316     0.0600112509    -1.7781522665     0.6894288164     0.8589392991     0.1448618735     0.4453401840     1.3749065441
    0.0633004155     0.0608379431    -1.7841385475     0.6883746816     0.8595647433     0.1289330141     0.4444347590     1.3711119217
    0.0689777448     0.0616187857    -1.7434296736     0.6957602691     0.8548814456     0.1163527305     0.4505919762     1.3854280822
    0.0750093660     0.0623409394    -1.6559200623     0.7116875509     0.8451129335     0.0994039151     0.4638278049     1.4172349255
    0.0814100228     0.0629985636    -1.6620302509     0.7105790424     0.8432574673     0.0844313272     0.4629036388     1.4124322255
    0.0881933415     0.0635980398    -1.5977946664     0.7223519786     0.8363166086     0.0721855516     0.4726192710     1.4360458627
    0.0953757661     0.0641129528    -1.5520458653     0.7303894721     0.8274760308     0.0560272320     0.4795387772     1.4500481990
    0.1029701594     0.0645592529    -1.5465346454     0.7314100061     0.8245823193     0.0448687217     0.4803723492     1.4503231084
    0.1109917299     0.0649132033    -1.5085357083     0.7381838259     0.8186087383     0.0348688353     0.4861196884     1.4630839472
    0.1194535317     0.0651829017    -1.4664999693     0.7455053254     0.8098828828     0.0243624322     0.4924775939     1.4759075288
    0.1283690255     0.0653472760    -1.4044252667     0.7565730041     0.8007365755     0.0130238162     0.5018663927     1.4972795317
    0.1377501889     0.0654150269    -1.3986988352     0.7575106383     0.7957628840     0.0036696191     0.5027325155     1.4966788648
    0.1476083254     0.0653603449    -1.3390327379     0.7682666677     0.7882676679    -0.0044943520     0.5117570127     1.5180876518
    0.1579535243     0.0651948870    -1.3302427591     0.7697328068     0.7826544294    -0.0138037390     0.5130864970     1.5185387048
    0.1687942081     0.0648961664    -1.2737606436     0.7798150182     0.7746908859    -0.0204301918     0.5216294169     1.5382377066
    0.1801375603     0.0644667421    -1.2216665057     0.7887570041     0.7638082482    -0.0310278587     0.5295086553     1.5542329345
    0.1919888614     0.0638991157    -1.2200043348     0.7890738028     0.7602965191    -0.0378392566     0.5297600586     1.5530274185
    0.2043507627     0.0631779945    -1.1839465782     0.7952107044     0.7526455069    -0.0436970306     0.5352137943     1.5640272805
    0.2172249298     0.0623099561    -1.1291500263     0.8047266629     0.7432994646    -0.0503496510     0.5435017728     1.5820778225
    0.2306092293     0.0612794505    -1.1046917242     0.8088243324     0.7355009806    -0.0573656917     0.5472010910     1.5881050661
    0.2444996420     0.0600841744    -1.0649144225     0.8156904622     0.7275587472    -0.0634281137     0.5532174079     1.6005738327
    0.2588898870     0.0587265162    -1.0436524985     0.8193889392     0.7215085259    -0.0680201016     0.5564332739     1.6062552475
    0.2737689642     0.0571911892    -1.0006341645     0.8267157588     0.7125879409    -0.0731506646     0.5629397969     1.6194568929
    0.2891247320     0.0554841110    -0.9724329400     0.8313697061     0.7043132044    -0.0785430198     0.5672052321     1.6267808611
    0.3049416184     0.0536075341    -0.9355205434     0.8375993425     0.6963958783    -0.0828298244     0.5727882321     1.6379479846
    0.3211988155     0.0515485893    -0.9030230815     0.8430421420     0.6886340004    -0.0865692444     0.5777034732     1.6473100283
    0.3378751900     0.0493194653    -0.8657475413     0.8492712556     0.6806637193    -0.0905915090     0.5833413987     1.6585734077
    0.3549454564     0.0469245368    -0.8304085770     0.8553247856     0.6737425986    -0.0936486372     0.5886864170     1.6695950709
