TITLE="Implicit Euler"
VARIABLES="X", "Y", "Cp", "rho", "u", "v", "p", "et"
ZONE N=6846, E=13411, DATAPACKING=POINT, ZONETYPE=FETRIANGLE
    1.0000000000     0.0000000000     0.3327994187     1.0940859457     0.6101908152     0.0043614163     0.8207815283     2.2556462853
    0.9900928449    -0.0013969827     0.3690716203     1.1140702222     0.6253909488     0.0874492406     0.8323886328     2.3030955761
    0.9801787526    -0.0027772668     0.3159272458     1.0979871309     0.6548447356     0.0882916342     0.8153824330     2.2781560281
    0.9702559130    -0.0041430103     0.2690840393     1.0836088845     0.6764846640     0.0913915794     0.8003926069     2.2534536758
    0.9603232804    -0.0054923570     0.2356620032     1.0733692786     0.6921529251     0.0929326091     0.7896975553     2.2359915031
    0.9503808480    -0.0068271772     0.2075054761     1.0646303139     0.7044402853     0.0936696866     0.7806874666     2.2205432109
    0.9404285467    -0.0081475094     0.1838486693     1.0572671942     0.7147040321     0.0940317326     0.7731172885     2.2074944031
    0.9304663508    -0.0094532424     0.1629107317     1.0507232721     0.7236476820     0.0941462211     0.7664171484     2.1958134291
    0.9204943958    -0.0107453503     0.1440959790     1.0448273385     0.7316381954     0.0940883129     0.7603964276     2.1852609310
    0.9105125656    -0.0120228254     0.1271529038     1.0395073688     0.7388292723     0.0939175473     0.7549746435     2.1757383638
    0.9005209820    -0.0132864910     0.1112951334     1.0345121745     0.7454700029     0.0936889542     0.7499001570     2.1667430807
    0.8905197904    -0.0145373840     0.0963499006     1.0297950667     0.7517068702     0.0933780118     0.7451176825     2.1582334886
    0.8805088831    -0.0157745297     0.0826283806     1.0254609625     0.7574801047     0.0929958093     0.7407267961     2.1504436970
    0.8704882524    -0.0169977354     0.0694329636     1.0212798024     0.7629480908     0.0925940611     0.7365042626     2.1428769820
    0.8604581577    -0.0182090192     0.0567306632     1.0172484869     0.7682008008     0.0921404980     0.7324395265     2.1355726519
    0.8504183763    -0.0194064257     0.0449340012     1.0135034270     0.7731313626     0.0916406872     0.7286645947     2.1288189633
    0.8403690183    -0.0205907561     0.0333865849     1.0098262295     0.7778787044     0.0911428474     0.7249694215     2.1221384182
    0.8303102198    -0.0217630627     0.0220899867     1.0062240760     0.7825166957     0.0906086854     0.7213545100     2.1155885828
    0.8202418742    -0.0229223275     0.0113992720     1.0028140782     0.7869488607     0.0900316819     0.7179334813     2.1094135781
    0.8101639846    -0.0240684618     0.0010527704     0.9995070200     0.7912071833     0.0894583009     0.7146226008     2.1034060218
    0.8000766729    -0.0252024317    -0.0093150211     0.9961853249     0.7954254855     0.0888744623     0.7113049075     2.0973406143
    0.7899799478    -0.0263242163    -0.0194513900     0.9929360657     0.7995752432     0.0882365842     0.7080612695     2.0914207478
    0.7798737038    -0.0274327573    -0.0290000458     0.9898745710     0.8035248209     0.0875730184     0.7050056996     2.0858672561
    0.7697579559    -0.0285280686    -0.0387102668     0.9867505038     0.8074539819     0.0869198344     0.7018984289     2.0801453011
    0.7596329185    -0.0296120246    -0.0481512584     0.9837129114     0.8113133322     0.0862330517     0.6988773116     2.0746051339
    0.7494982867    -0.0306816657    -0.0575192073     0.9806935720     0.8151226032     0.0855214418     0.6958795679     2.0690838694
    0.7393543807    -0.0317398993    -0.0668078623     0.9776964107     0.8188971632     0.0847830645     0.6929071984     2.0635998903
    0.7292008908    -0.0327836402    -0.0756645863     0.9748378788     0.8225302967     0.0840322688     0.6900730467     2.0583907389
    0.7190380573    -0.0338150890    -0.0849635454     0.9718258108     0.8262504685     0.0832819765     0.6870973797     2.0528414887
    0.7088658453    -0.0348337875    -0.0939404839     0.9689207240     0.8299126041     0.0824791982     0.6842247594     2.0475320572
    0.6986840998    -0.0358380524    -0.1029358620     0.9660034473     0.8335494291     0.0816535003     0.6813462385     2.0421777546
    0.6884930095    -0.0368296448    -0.1119191014     0.9630870065     0.8371807948     0.0808017346     0.6784716018     2.0368231694
    0.6782923878    -0.0378065067    -0.1206497617     0.9602511216     0.8407328051     0.0799326736     0.6756777905     2.0316300522
    0.6680823652    -0.0387698312    -0.1297867337     0.9572745473     0.8443827966     0.0790496513     0.6727539595     2.0261357377
    0.6578629248    -0.0397192915    -0.1389138725     0.9543008203     0.8480644009     0.0781022587     0.6698332751     2.0206666742
    0.6476339603    -0.0406535592    -0.1476314385     0.9514598963     0.8516179757     0.0771200216     0.6670436540     2.0154631939
    0.6373954672    -0.0415723876    -0.1567494004     0.9484785352     0.8552549732     0.0761323012     0.6641259061     2.0099510782
    0.6271475901    -0.0424771844    -0.1660558154     0.9454336545     0.8589831965     0.0750795063     0.6611478533     2.0043294249
    0.6168901145    -0.0433653049    -0.1748642327     0.9425527646     0.8625721452     0.0739744813     0.6583291598     1.9990459287
    0.6066230884    -0.0442370550    -0.1840389116     0.9395419448     0.8662304444     0.0728656966     0.6553932626     1.9934724469
    0.5963466101    -0.0450933284    -0.1933596063     0.9364811332     0.8699626160     0.0717078980     0.6524106403     1.9878151316
    0.5860605347    -0.0459321306    -0.2025795663     0.9334510029     0.8736735773     0.0705005514     0.6494602531     1.9822245628
    0.5757649193    -0.0467538446    -0.2122019909     0.9302808276     0.8774993802     0.0692463892     0.6463810772     1.9763435901
    0.5654597445    -0.0475578974    -0.2219413866     0.9270697849     0.8813917792     0.0679062835     0.6432644706     1.9703964198
    0.5551449433    -0.0483430324    -0.2312942861     0.9239849742     0.8851692503     0.0665054346     0.6402715427     1.9647047165
    0.5448204927    -0.0491083876    -0.2408657971     0.9208195757     0.8889838941     0.0650866912     0.6372086592     1.9588304111
    0.5344865373    -0.0498550979    -0.2509405669     0.9174816362     0.8929732398     0.0636062524     0.6339847329     1.9526182673
    0.5241430798    -0.0505813676    -0.2610488324     0.9141305967     0.8970075034     0.0620252442     0.6307500879     1.9463986151
    0.5137903898    -0.0512863984    -0.2711031445     0.9107927899     0.9010235900     0.0603641242     0.6275327081     1.9402017637
    0.5034292809    -0.0519691522    -0.2812288318     0.9074255998     0.9050571572     0.0586411870     0.6242924881     1.9339405089
    0.4930619827    -0.0526294693    -0.2913922404     0.9040412116     0.9091071027     0.0568585891     0.6210401973     1.9276458879
    0.4826931802    -0.0532656981    -0.3020254487     0.9004925312     0.9133096796     0.0549981859     0.6176375707     1.9210218074
    0.4723276654    -0.0538779567    -0.3130235564     0.8968173149     0.9176594222     0.0530169152     0.6141181762     1.9141602238
    0.4619675507    -0.0544638191    -0.3234778361     0.8933227667     0.9218510445     0.0509296291     0.6107728067     1.9076675983
    0.4516136804    -0.0550223470    -0.3340017204     0.8897955195     0.9260283104     0.0487877942     0.6074051638     1.9010843549
    0.4412664246    -0.0555538183    -0.3453100069     0.8859959562     0.9304670475     0.0465492356     0.6037865121     1.8939600660
    0.4309258977    -0.0560573318    -0.3567975245     0.8821326880     0.9350060892     0.0441608550     0.6001105065     1.8867326723
    0.4205921021    -0.0565308135    -0.3678252999     0.8784194461     0.9393916433     0.0416532769     0.5965816183     1.8797996177
    0.4102650735    -0.0569730388    -0.3794855154     0.8744800517     0.9439485750     0.0390446992     0.5928503493     1.8723903178
    0.3999449452    -0.0573851139    -0.3911283344     0.8705403049     0.9485025184     0.0362790616     0.5891246473     1.8649783593
    0.3896316839    -0.0577639397    -0.4013121286     0.8670890402     0.9525130731     0.0333208262     0.5858658331     1.8584927103
    0.3793253558    -0.0581085393    -0.4105555843     0.8639449061     0.9560885664     0.0300711092     0.5829079273     1.8525287678
    0.3690260627    -0.0584187628    -0.4146934889     0.8625464158     0.9578864176     0.0266078112     0.5815837978     1.8499780001
    0.3587338294    -0.0586915575    -0.4056230328     0.8656646121     0.9550196196     0.0237856321     0.5844863438     1.8562308409
